郵遞區號,城市,人口數,客戶數量,客戶滲透率 (%)
93501,Mojave,4882,3,0.061450225317492835
93428,Cambria,6526,4,0.061293288384921846
94028,Portola Valley,6601,4,0.06059687926071808
90211,Beverly Hills,8321,5,0.06008893161879582
93924,Carmel Valley,6691,4,0.05978179644298311
92078,San Marcos,6760,4,0.0591715976331361
94939,Larkspur,6773,4,0.059058024509080174
93591,Palmdale,6787,4,0.058936201561809336
96101,Alturas,5096,3,0.05886970172684458
95326,Hughson,6822,4,0.05863383172090296
92109,San Diego,46086,27,0.058586121598750165
93721,Fresno,6848,4,0.05841121495327102
94027,Atherton,6876,4,0.058173356602675974
93234,Huron,6918,4,0.057820179242555655
95212,Stockton,6951,4,0.05754567688102431
92254,Mecca,8768,5,0.05702554744525547
95139,San Jose,7023,4,0.056955716930086865
95202,Stockton,7071,4,0.0565690849950502
95324,Hilmar,7177,4,0.05573359342343597
96067,Mount Shasta,7309,4,0.054727048843891096
92359,Mentone,7324,4,0.05461496450027307
92320,Calimesa,7334,4,0.0545404963185165
92567,Nuevo,7344,4,0.054466230936819175
94515,Calistoga,7384,4,0.054171180931744306
92624,Capistrano Beach,7465,4,0.05358338914936369
95932,Colusa,7503,4,0.053312008529921365
93523,Edwards,7685,4,0.05204944697462589
90013,Los Angeles,9732,5,0.05137690094533497
95461,Middletown,7789,4,0.05135447425856978
93510,Acton,7831,4,0.051079044821861826
90040,Los Angeles,9805,5,0.05099439061703213
95322,Gustine,7872,4,0.05081300813008131
91207,Glendale,9864,5,0.05068937550689375
93465,Templeton,7918,4,0.050517807527153326
94931,Cotati,7936,4,0.05040322580645161
91381,Stevenson Ranch,9937,5,0.05031699708161417
93463,Solvang,7958,4,0.050263885398341285
90248,Gardena,9960,5,0.0502008032128514
92252,Joshua Tree,8141,4,0.04913401302051345
94710,Berkeley,8157,4,0.0490376363859262
91105,Pasadena,10253,5,0.048766214766409834
93546,Mammoth Lakes,8217,4,0.04867956675185591
93437,Lompoc,6165,3,0.04866180048661801
95386,Waterford,8308,4,0.04814636494944632
93505,California City,8316,4,0.0481000481000481
95065,Santa Cruz,8365,4,0.04781829049611477
90077,Los Angeles,10470,5,0.04775549188156638
95834,Sacramento,8403,4,0.04760204688801618
95694,Winters,8406,4,0.04758505829169641
91024,Sierra Madre,10558,5,0.04735745406326956
93646,Orange Cove,8449,4,0.04734288081429755
94930,Fairfax,8486,4,0.047136460051850106
95360,Newman,8504,4,0.047036688617121354
94572,Rodeo,8506,4,0.04702562896778745
93644,Oakhurst,8521,4,0.046942847083675625
95713,Colfax,8525,4,0.0469208211143695
95726,Pollock Pines,8577,4,0.04663635303719249
95012,Castroville,8582,4,0.04660918200885575
93223,Farmersville,8644,4,0.04627487274409996
92655,Midway City,8660,4,0.046189376443418015
92585,Sun City,8692,4,0.04601932811780948
95953,Live Oak,8695,4,0.04600345025876941
95018,Felton,8728,4,0.045829514207149404
95988,Willows,8812,4,0.04539264639128461
93286,Woodlake,8870,4,0.04509582863585118
90293,Playa Del Rey,11264,5,0.044389204545454544
93926,Gonzales,9023,4,0.04433115371827552
94925,Corte Madera,9038,4,0.04425757911042266
95832,Sacramento,9063,4,0.044135495972635996
90212,Beverly Hills,11355,5,0.044033465433729636
90402,Santa Monica,11509,5,0.04344426101312017
95425,Cloverdale,9210,4,0.04343105320304018
91502,Burbank,11517,5,0.04341408352869671
91915,Chula Vista,9278,4,0.04311273981461522
92126,San Diego,74232,32,0.04310809354456299
93219,Earlimart,9318,4,0.042927666881305
93620,Dos Palos,9388,4,0.04260758414997869
93614,Coarsegold,9395,4,0.04257583821181479
94574,Saint Helena,9423,4,0.04244932611694789
92310,Fort Irwin,9465,4,0.04226096143687269
93622,Firebaugh,9491,4,0.04214519018017068
96097,Yreka,9538,4,0.04193751310547285
95327,Jamestown,9559,4,0.04184538131603724
95134,San Jose,9657,4,0.041420731075903494
95010,Capitola,9673,4,0.041352217512664116
95640,Ione,9752,4,0.04101722723543889
95946,Penn Valley,9752,4,0.04101722723543889
95948,Gridley,9763,4,0.04097101300829663
93647,Orosi,9780,4,0.0408997955010225
92352,Lake Arrowhead,9793,4,0.04084550188910446
95073,Soquel,9823,4,0.04072075740608776
95451,Kelseyville,9902,4,0.04039587962027873
93445,Oceano,7435,3,0.04034969737726967
92270,Rancho Mirage,12465,5,0.04011231448054552
94535,Travis Afb,9978,4,0.04008819402685909
94709,Berkeley,10147,4,0.039420518379816694
94514,Byron,10153,4,0.039397222495814045
95119,San Jose,10155,4,0.03938946331856229
95315,Delhi,10159,4,0.03937395412934344
95033,Los Gatos,10172,4,0.039323633503735744
95338,Mariposa,10226,4,0.03911597887737141
91913,Chula Vista,12884,5,0.0388078236572493
91739,Rancho Cucamonga,12937,5,0.03864883667001623
92007,Cardiff By The Sea,10375,4,0.038554216867469876
92325,Crestline,10484,4,0.03815337657382679
91436,Encino,13129,5,0.03808363165511463
95006,Boulder Creek,10520,4,0.03802281368821293
91108,San Marino,13158,5,0.037999696002431985
94065,Redwood City,10658,4,0.03753049352598987
94708,Berkeley,10737,4,0.03725435410263575
93250,Mc Farland,10781,4,0.03710230961877377
95330,Lathrop,10834,4,0.036920804873546244
93442,Morro Bay,10909,4,0.03666697222476854
92610,Foothill Ranch,10936,4,0.0365764447695684
93109,Santa Barbara,10986,4,0.03640997633351538
90305,Inglewood,13779,5,0.03628710356339357
92313,Grand Terrace,11024,4,0.036284470246734396
94542,Hayward,11147,4,0.03588409437516821
95954,Magalia,11168,4,0.03581661891117478
95453,Lakeport,11180,4,0.03577817531305903
95650,Loomis,11191,4,0.03574300777410419
93543,Littlerock,11198,4,0.03572066440435792
94965,Sausalito,11213,4,0.035672879693213234
95252,Valley Springs,11266,4,0.03550505947097461
92278,Twentynine Palms,14104,5,0.03545093590470788
95829,Sacramento,11396,4,0.0351000351000351
93449,Pismo Beach,8564,3,0.03503035964502569
95388,Winton,11463,4,0.034894879176480854
95320,Escalon,11474,4,0.03486142583231654
91203,Glendale,14493,5,0.03449941350997033
91935,Jamul,8759,3,0.03425048521520722
94612,Oakland,11702,4,0.03418219107844813
92129,San Diego,47224,16,0.0338810774182619
91377,Oak Park,14814,5,0.03375185635209937
90716,Hawaiian Gardens,14852,5,0.033665499596014004
94707,Berkeley,11889,4,0.03364454537808058
94904,Greenbrae,12010,4,0.03330557868442965
92394,Victorville,12083,4,0.033104361499627574
90015,Los Angeles,15140,5,0.03302509907529723
92408,San Bernardino,12149,4,0.03292452053666968
90232,Culver City,15195,5,0.03290556103981573
92075,Solana Beach,12173,4,0.032859607327692435
95540,Fortuna,12241,4,0.032677068866922634
96022,Cottonwood,12348,4,0.032393909944930355
90623,La Palma,15505,5,0.032247662044501774
94705,Berkeley,12448,4,0.032133676092544985
92371,Phelan,12463,4,0.03209500120356255
95368,Salida,12466,4,0.03208727739451307
93648,Parlier,12587,4,0.031778819416858665
95366,Ripon,12646,4,0.03163055511624229
95334,Livingston,12672,4,0.03156565656565657
93108,Santa Barbara,12741,4,0.031394709991366454
92555,Moreno Valley,12743,4,0.031389782625755314
95605,West Sacramento,12756,4,0.03135779241141424
90245,El Segundo,16041,5,0.031170126550713797
93301,Bakersfield,12963,4,0.030857054694129443
93960,Soledad,13003,4,0.03076213181573483
90670,Santa Fe Springs,16271,5,0.03072951877573597
93908,Salinas,13027,4,0.03070545789514086
95054,Santa Clara,13031,4,0.03069603253779449
94920,Belvedere Tiburon,13065,4,0.030616150019135095
93433,Grover Beach,13106,4,0.03052037234854265
90701,Artesia,16398,5,0.030491523356506893
93923,Carmel,13121,4,0.03048548128953586
92587,Sun City,13151,4,0.03041593795148658
92883,Corona,13188,4,0.030330603579011222
91901,Alpine,16486,5,0.030328763799587526
92314,Big Bear City,9899,3,0.0303060915243964
94552,Castro Valley,13212,4,0.030275507114744173
95030,Los Gatos,13290,4,0.030097817908201655
93514,Bishop,13309,4,0.030054850101435118
93221,Exeter,13333,4,0.030000750018750466
95357,Modesto,13343,4,0.029978265757325935
94949,Novato,13361,4,0.029937878901279844
94305,Stanford,13386,4,0.029881966233378153
92625,Corona Del Mar,13422,4,0.029801817910892564
91101,Pasadena,16812,5,0.029740661432310255
95490,Willits,13472,4,0.02969121140142518
95130,San Jose,13481,4,0.029671389362806916
94041,Mountain View,13483,4,0.029666988059037308
95422,Clearlake,13485,4,0.029662588060808306
91208,Glendale,16910,5,0.029568302779420463
91602,North Hollywood,16996,5,0.029418686749823487
91204,Glendale,17015,5,0.02938583602703497
90502,Torrance,17058,5,0.029311759878063077
91345,Mission Hills,17112,5,0.029219261337073397
95963,Orland,13706,4,0.029184298847220194
94108,San Francisco,13723,4,0.02914814544924579
96021,Corning,13840,4,0.028901734104046246
93701,Fresno,13858,4,0.028864193967383458
94805,Richmond,13984,4,0.028604118993135013
94502,Alameda,13996,4,0.02857959416976279
95673,Rio Linda,14010,4,0.028551034975017847
91723,Covina,17554,5,0.028483536515893814
93630,Kerman,14062,4,0.028445455838429813
92584,Menifee,14068,4,0.028433323855558714
93631,Kingsburg,14088,4,0.028392958546280524
92223,Beaumont,17721,5,0.028215112013994695
93927,Greenfield,14204,4,0.028161081385525203
94517,Clayton,14239,4,0.028091860383453897
91354,Valencia,17846,5,0.028017482909335426
95437,Fort Bragg,14417,4,0.02774502323645696
90292,Marina Del Rey,18058,5,0.027688559087385094
93930,King City,14477,4,0.02763003384679146
91501,Burbank,18112,5,0.02760600706713781
92251,Imperial,14546,4,0.027498968788670426
95066,Scotts Valley,14574,4,0.02744613695622341
93204,Avenal,14697,4,0.02721643872899231
95138,San Jose,14792,4,0.027041644131963225
91506,Burbank,18539,5,0.02697017099088408
93402,Los Osos,14859,4,0.026919711959082035
93560,Rosamond,14931,4,0.026789900207621727
93268,Taft,14937,4,0.026779139050679523
90254,Hermosa Beach,18693,5,0.02674798052747018
95817,Sacramento,14966,4,0.026727248429774156
91361,Westlake Village,18735,5,0.02668801708033093
91040,Sunland,18752,5,0.02666382252559727
95776,Woodland,15022,4,0.026627612834509387
92264,Palm Springs,18884,5,0.026477441220080493
93263,Shafter,15177,4,0.026355669763457865
92301,Adelanto,18980,5,0.026343519494204423
91752,Mira Loma,18980,5,0.026343519494204423
94507,Alamo,15187,4,0.02633831566471324
90814,Long Beach,19034,5,0.02626878217925817
95648,Lincoln,15286,4,0.026167735182519955
90603,Whittier,19109,5,0.026165681092678843
92673,San Clemente,15297,4,0.026148918088514085
93241,Lamont,15364,4,0.02603488674824265
92866,Orange,15396,4,0.02598077422707197
93444,Nipomo,15405,4,0.02596559558584875
94618,Oakland,15438,4,0.02591009198082653
93950,Pacific Grove,15449,4,0.02589164347206939
95765,Rocklin,15494,4,0.0258164450755131
93247,Lindsay,15508,4,0.025793139025019347
92108,San Diego,11650,3,0.025751072961373394
95363,Patterson,15536,4,0.025746652935118432
94702,Berkeley,15638,4,0.02557871850620284
90265,Malibu,19630,5,0.025471217524197655
93110,Santa Barbara,15757,4,0.025385542933299487
95135,San Jose,15798,4,0.0253196607165464
92845,Garden Grove,15878,4,0.025192089683839278
94706,Albany,15882,4,0.02518574486840448
95519,Mckinleyville,15921,4,0.02512404999685949
95819,Sacramento,15975,4,0.025039123630672927
90404,Santa Monica,19975,5,0.025031289111389236
93015,Fillmore,16013,4,0.024979703990507713
92127,San Diego,20046,5,0.024942631946522995
92250,Holtville,8062,2,0.024807740014884644
91011,La Canada Flintridge,20200,5,0.024752475247524754
95816,Sacramento,16164,4,0.024746349913387776
94301,Palo Alto,16198,4,0.024694406716878628
93203,Arvin,16206,4,0.024682216463038382
90069,West Hollywood,20408,5,0.02450019600156801
93728,Fresno,16346,4,0.02447081854888046
95203,Stockton,16357,4,0.024454362046830103
92284,Yucca Valley,20486,5,0.024406912037489018
94945,Novato,16429,4,0.02434719094284497
93111,Santa Barbara,16477,4,0.024276263882988407
94556,Moraga,16510,4,0.024227740763173834
95367,Riverbank,16525,4,0.024205748865355523
95814,Sacramento,16599,4,0.024097837219109585
90715,Lakewood,20890,5,0.023934897079942556
94564,Pinole,16717,4,0.023927738230543758
94960,San Anselmo,16849,4,0.023740281322333672
90717,Lomita,21065,5,0.023736055067647758
91773,San Dimas,33878,8,0.023614144872778794
94089,Sunnyvale,16985,4,0.023550191345304682
92880,Corona,16998,4,0.023532180256500765
92274,Thermal,17018,4,0.02350452462098954
90732,San Pedro,21279,5,0.023497344800037595
90720,Los Alamitos,21343,5,0.023426884692873542
90210,Beverly Hills,21397,5,0.02336776183577137
92508,Riverside,17147,4,0.02332769580684668
90712,Lakewood,30173,7,0.02319954926589998
95959,Nevada City,17269,4,0.023162893045341363
94107,San Francisco,17372,4,0.023025558369790467
90068,Los Angeles,21728,5,0.023011782032400587
91902,Bonita,17389,4,0.02300304790384726
90048,Los Angeles,21739,5,0.023000138000828004
93013,Carpinteria,17409,4,0.022976621287839623
92119,San Diego,21866,5,0.0228665508094759
92782,Tustin,17494,4,0.02286498227963873
91202,Glendale,21990,5,0.022737608003638016
92606,Irvine,17621,4,0.022700187276545034
91403,Sherman Oaks,22085,5,0.022639800769753225
91384,Castaic,22177,5,0.022545880867565496
95965,Oroville,17782,4,0.022494657518839275
95949,Grass Valley,17922,4,0.022318937618569356
94019,Half Moon Bay,17929,4,0.022310223659992193
92029,Escondido,17944,4,0.02229157378510923
94563,Orinda,17964,4,0.0222667557336896
95448,Healdsburg,17979,4,0.02224817843039101
94595,Walnut Creek,18024,4,0.022192632046160673
93210,Coalinga,18036,4,0.022177866489243733
90272,Pacific Palisades,22548,5,0.022174915735320207
92865,Orange,18058,4,0.022150847269908073
92354,Loma Linda,18068,4,0.022138587558113793
92586,Sun City,18161,4,0.022025218875612578
95110,San Jose,18197,4,0.02198164532615266
95602,Auburn,18197,4,0.02198164532615266
92563,Murrieta,18311,4,0.021844792747528808
91737,Rancho Cucamonga,23079,5,0.021664716842150874
94022,Los Altos,18486,4,0.021637996321540624
92377,Rialto,18518,4,0.021600604816934876
95620,Dixon,18529,4,0.02158778131577527
92014,Del Mar,13945,3,0.02151308712800287
94519,Concord,18650,4,0.021447721179624665
91784,Upland,23331,5,0.02143071450002143
92227,Brawley,23394,5,0.02137300162434812
91303,Canoga Park,23519,5,0.021259407287724817
90403,Santa Monica,23559,5,0.021223311685555413
91307,West Hills,23637,5,0.02115327664255193
91411,Van Nuys,23646,5,0.02114522540810285
91302,Calabasas,23661,5,0.021131820295000214
91106,Pasadena,23742,5,0.02105972538118103
92501,Riverside,18999,4,0.021053739670508973
95691,West Sacramento,19050,4,0.02099737532808399
95219,Stockton,19109,4,0.020932544874143075
92253,La Quinta,23971,5,0.020858537399357557
91201,Glendale,23981,5,0.020849839456236186
91030,South Pasadena,23984,5,0.02084723148765844
91942,La Mesa,24005,5,0.02082899395959175
92118,Coronado,24093,5,0.020752915784667744
90740,Seal Beach,24180,5,0.0206782464846981
92595,Wildomar,19368,4,0.020652622883106157
93610,Chowchilla,19391,4,0.02062812645041514
92082,Valley Center,14575,3,0.020583190394511147
96130,Susanville,19440,4,0.0205761316872428
95521,Arcata,19596,4,0.020412329046744233
90064,Los Angeles,24505,5,0.020403999183840033
90061,Los Angeles,24511,5,0.020399004528579005
95827,Sacramento,19611,4,0.02039671612870328
92808,Anaheim,19629,4,0.020378012124917213
90710,Harbor City,24660,5,0.020275750202757504
94703,Berkeley,19763,4,0.020239842129231394
94506,Danville,19777,4,0.02022551448652475
94579,San Leandro,19815,4,0.020186727226848347
95337,Manteca,19867,4,0.02013389037096693
90240,Downey,24908,5,0.02007387184840212
91945,Lemon Grove,24961,5,0.020031248748046952
91741,Glendora,24973,5,0.02002162335322148
91355,Valencia,24977,5,0.0200184169435881
90274,Palos Verdes Peninsula,24979,5,0.020016814123864045
91724,Covina,25068,5,0.019945747566618797
91740,Glendora,25135,5,0.019892580067634773
92123,San Diego,25232,5,0.019816106531388714
91301,Agoura Hills,25303,5,0.01976050270718887
94030,Millbrae,20350,4,0.019656019656019656
90028,Los Angeles,30568,6,0.01962836953677048
90746,Carson,25566,5,0.01955722443870766
92120,San Diego,25569,5,0.019554929797802028
91324,Northridge,25751,5,0.01941672168071143
94127,San Francisco,20643,4,0.019377028532674517
95746,Granite Bay,20675,4,0.019347037484885126
92220,Banning,25859,5,0.019335627827835572
90017,Los Angeles,20692,4,0.019331142470520007
91504,Burbank,25882,5,0.019318445251526158
91364,Woodland Hills,25988,5,0.019239649068800983
90405,Santa Monica,26099,5,0.019157822138779264
93103,Santa Barbara,20893,4,0.01914516823816589
92887,Yorba Linda,20893,4,0.01914516823816589
91604,Studio City,26157,5,0.019115341973467908
95841,Sacramento,20993,4,0.019053970371076073
93725,Fresno,21010,4,0.01903855306996668
90602,Whittier,26265,5,0.019036740909956214
94607,Oakland,21054,4,0.018998765080269785
94609,Oakland,21097,4,0.018960041712091768
90249,Gardena,26442,5,0.018909310944709174
92835,Fullerton,21157,4,0.018906272155787683
94704,Berkeley,21205,4,0.01886347559537845
95818,Sacramento,21313,4,0.018767888143386667
92583,San Jacinto,21349,4,0.018736240573328962
91042,Tujunga,26753,5,0.018689492767166298
96007,Anderson,21418,4,0.01867588010084975
94024,Los Altos,21496,4,0.018608113137327877
95677,Rocklin,21510,4,0.018596001859600187
91755,Monterey Park,26933,5,0.018564586195373704
93023,Ojai,21633,4,0.018490269495677898
93933,Marina,21759,4,0.018383197757249874
92881,Corona,21911,4,0.018255670667701153
91010,Duarte,27414,5,0.018238856058947983
91356,Tarzana,27424,5,0.01823220536756126
91607,Valley Village,27453,5,0.01821294576184752
95762,El Dorado Hills,22028,4,0.018158707100054475
90713,Lakewood,27563,5,0.018140260494140695
95242,Lodi,22073,4,0.018121687129071716
91316,Encino,27614,5,0.018106757441877307
92663,Newport Beach,22133,4,0.018072561333755024
90303,Inglewood,27778,5,0.01799985600115199
90035,Los Angeles,27799,5,0.01798625849850714
92231,Calexico,27804,5,0.017983024025320097
95405,Santa Rosa,22250,4,0.017977528089887642
93907,Salinas,22292,4,0.017943656917279744
90041,Los Angeles,27866,5,0.017943012990741403
91103,Pasadena,27891,5,0.01792692983399663
92107,San Diego,27959,5,0.01788332916055653
92860,Norco,22443,4,0.01782292919841376
91326,Porter Ranch,28067,5,0.01781451526703958
90270,Maywood,28094,5,0.017797394461450844
94547,Hercules,22479,4,0.017794385871257618
92614,Irvine,22499,4,0.017778567936352727
93280,Wasco,22760,4,0.01757469244288225
92173,San Ysidro,28488,5,0.017551249648975007
92240,Desert Hot Springs,22796,4,0.017546938059308653
94123,San Francisco,22920,4,0.017452006980802792
90304,Inglewood,28680,5,0.017433751743375175
92551,Moreno Valley,22983,4,0.017404168298307446
94103,San Francisco,23036,4,0.017364125716270183
95348,Merced,23100,4,0.017316017316017316
94530,El Cerrito,23141,4,0.017285337712285555
92411,San Bernardino,23146,4,0.017281603732826407
92236,Coachella,23170,4,0.017263703064307294
92868,Orange,23172,4,0.017262213015708613
95501,Eureka,23224,4,0.01722356183258698
91214,La Crescenta,29110,5,0.017176228100309172
95864,Sacramento,23362,4,0.017121821761835458
94402,San Mateo,23393,4,0.017099132219039886
91505,Burbank,29245,5,0.017096939647803042
92131,San Diego,29283,5,0.01707475326981525
90062,Los Angeles,29299,5,0.017065428854227106
91775,San Gabriel,23444,4,0.017061934823408977
90039,Los Angeles,29310,5,0.0170590242238144
92260,Palm Desert,29340,5,0.017041581458759374
92844,Garden Grove,23481,4,0.017035049614582003
93212,Corcoran,23506,4,0.017016931847187954
91423,Sherman Oaks,29387,5,0.01701432606254466
95503,Eureka,23570,4,0.01697072549851506
95492,Windsor,23701,4,0.01687692502426058
90680,Stanton,29694,5,0.016838418535731127
95215,Stockton,23789,4,0.01681449409390895
90222,Compton,29825,5,0.016764459346186086
95945,Grass Valley,23990,4,0.016673614005835762
94549,Lafayette,23996,4,0.01666944490748458
91006,Arcadia,30028,5,0.016651125616091646
92124,San Diego,30206,5,0.016553002714692445
91731,El Monte,30211,5,0.01655026314918407
92110,San Diego,24169,4,0.016550126194712234
95632,Galt,24194,4,0.01653302471687195
93618,Dinuba,24206,4,0.016524828554903743
95003,Aptos,24227,4,0.016510504808684528
91791,West Covina,30458,5,0.01641604832884628
95032,Los Gatos,24443,4,0.01636460336292599
90012,Los Angeles,30596,5,0.016342005490913844
94306,Palo Alto,24492,4,0.016331863465621425
93420,Arroyo Grande,24499,4,0.016327197028450143
92832,Fullerton,24502,4,0.016325197943025057
91803,Alhambra,30635,5,0.016321201240411295
94619,Oakland,24518,4,0.016314544416347176
94608,Emeryville,24589,4,0.016267436658668512
91321,Newhall,30742,5,0.01626439398867998
90302,Inglewood,30779,5,0.01624484226258163
91746,La Puente,30802,5,0.016232712161547952
92405,San Bernardino,24644,4,0.016231131309852296
92225,Blythe,24659,4,0.016221257958554686
90008,Los Angeles,30852,5,0.016206404771165566
92106,San Diego,18525,3,0.016194331983805668
95382,Turlock,24708,4,0.016189088554314394
95682,Shingle Springs,24738,4,0.016169455897809038
94947,Novato,24741,4,0.016167495250798268
91007,Arcadia,30933,5,0.016163967284130217
90291,Venice,31021,5,0.016118113535991747
92262,Palm Springs,24924,4,0.016048788316482106
95603,Auburn,24944,4,0.016035920461834507
93012,Camarillo,24945,4,0.016035277610743637
91206,Glendale,31297,5,0.015975972137904592
90803,Long Beach,31352,5,0.015947945904567492
93313,Bakersfield,25126,4,0.015919764387487066
95661,Roseville,25173,4,0.01589004091685536
92651,Laguna Beach,25206,4,0.015869237483138936
90807,Long Beach,31556,5,0.015844847255672454
91792,West Covina,31622,5,0.015811776611220036
93035,Oxnard,25322,4,0.015796540557617884
95370,Sonora,25340,4,0.015785319652722965
90504,Torrance,31678,5,0.01578382473641013
95815,Sacramento,25355,4,0.015775981068822716
93552,Palmdale,25370,4,0.015766653527788728
95361,Oakdale,25384,4,0.01575795776867318
94803,El Sobrante,25399,4,0.015748651521713453
95747,Roseville,25418,4,0.015736879376819578
94002,Belmont,25566,4,0.01564577955096613
94062,Redwood City,25569,4,0.01564394383824162
90230,Culver City,31963,5,0.01564308731971342
94510,Benicia,25578,4,0.01563843928375948
93041,Port Hueneme,25634,4,0.015604275571506591
90601,Whittier,32050,5,0.015600624024960999
92591,Temecula,25655,4,0.01559150263106607
92545,Hemet,25694,4,0.015567836849069821
95409,Santa Rosa,25718,4,0.01555330896648262
90606,Whittier,32148,5,0.015553067064825182
93105,Santa Barbara,25771,4,0.0155213224166699
93561,Tehachapi,25805,4,0.015500871924045728
91325,Northridge,32307,5,0.015476522115950105
91107,Pasadena,32369,5,0.015446878185918625
93654,Reedley,25923,4,0.015430312849593026
94598,Walnut Creek,26022,4,0.015371608638844054
95133,San Jose,26032,4,0.015365703749231713
90038,Los Angeles,32562,5,0.015355322154658806
95356,Modesto,26055,4,0.01535213970447131
91780,Temple City,32718,5,0.015282107708295127
93662,Selma,26213,4,0.015259604013275857
94580,San Lorenzo,26240,4,0.01524390243902439
92211,Palm Desert,19702,3,0.015226880519744187
94132,San Francisco,26297,4,0.015210860554435867
90036,Los Angeles,32901,5,0.015197106470927934
92571,Perris,26357,4,0.015176234017528552
95131,San Jose,26389,4,0.01515783091439615
92620,Irvine,26419,4,0.015140618494265491
96080,Red Bluff,26438,4,0.01512973749905439
91362,Thousand Oaks,33057,5,0.015125389478779077
94513,Brentwood,26577,4,0.015050607668284607
93704,Fresno,26580,4,0.015048908954100828
91754,Monterey Park,33280,5,0.015024038461538462
90260,Lawndale,33300,5,0.015015015015015015
91932,Imperial Beach,26662,4,0.015002625459455406
91340,San Fernando,33389,5,0.014974991763754528
90049,Los Angeles,33523,5,0.014915132893834084
90621,Buena Park,33528,5,0.014912908613696015
94133,San Francisco,26831,4,0.014908128657150311
94559,Napa,26894,4,0.014873205919535955
95973,Chico,26971,4,0.014830744132586855
90266,Manhattan Beach,33758,5,0.014811303987203032
95126,San Jose,27023,4,0.014802205528623765
93401,San Luis Obispo,27047,4,0.014789070876622176
91722,Covina,33817,5,0.014785462932844428
95354,Modesto,27135,4,0.014741109268472451
93311,Bakersfield,20440,3,0.014677103718199608
94545,Hayward,27311,4,0.01464611328768628
90277,Redondo Beach,34191,5,0.014623731391301804
92604,Irvine,27369,4,0.014615075450327012
93004,Ventura,27381,4,0.014608670245790876
94518,Concord,27394,4,0.014601737606775208
92101,San Diego,27505,4,0.014542810398109434
91763,Montclair,34447,5,0.014515052109037073
94561,Oakley,27607,4,0.01448907885681168
92629,Dana Point,27730,4,0.0144248106743599
91711,Claremont,34716,5,0.014402580942504897
95993,Yuba City,27786,4,0.014395738861297056
95301,Atwater,27808,4,0.014384349827387802
94043,Mountain View,27822,4,0.01437711163827187
90505,Torrance,34873,5,0.014337739798698132
94131,San Francisco,27906,4,0.014333835017558947
94070,San Carlos,28098,4,0.014235888675350559
91311,Chatsworth,35325,5,0.014154281670205238
95969,Paradise,28318,4,0.014125291334133767
95966,Oroville,28382,4,0.014093439503910928
94903,San Rafael,28403,4,0.014083019399359223
91750,La Verne,35530,5,0.014072614691809739
93637,Madera,28434,4,0.014067665470915102
94801,Richmond,28450,4,0.0140597539543058
90810,Long Beach,35656,5,0.014022885348889387
94588,Pleasanton,28568,4,0.014001680201624195
92660,Newport Beach,28687,4,0.013943598145501446
94941,Mill Valley,28727,4,0.013924182824520487
92308,Apple Valley,28819,4,0.013879732121170062
91768,Pomona,36057,5,0.013866932911778571
91367,Woodland Hills,36123,5,0.013841596766602996
94602,Oakland,28900,4,0.01384083044982699
93657,Sanger,28991,4,0.013797385395467559
91001,Altadena,36243,5,0.01379576745854372
94102,San Francisco,28998,4,0.013794054762397407
92139,San Diego,36351,5,0.013754779785975625
93635,Los Banos,29124,4,0.01373437714599643
93710,Fresno,29337,4,0.013634659303950641
93422,Atascadero,29539,4,0.013541419817867903
94568,Dublin,29636,4,0.013497098123903362
92543,Hemet,29687,4,0.013473911139556035
92337,Fontana,29847,4,0.01340168191107984
90278,Redondo Beach,37322,5,0.013396924066234392
95117,San Jose,29914,4,0.013371665440930667
90808,Long Beach,37417,5,0.013362909907261406
94610,Oakland,29964,4,0.013349352556401014
90301,Inglewood,37527,5,0.013323740240360274
91320,Newbury Park,37779,5,0.01323486593080812
90604,Whittier,37887,5,0.01319713886029509
96002,Redding,30338,4,0.013184784758388818
93245,Lemoore,30419,4,0.013149676189223842
91776,San Gabriel,38041,5,0.013143713361899003
95204,Stockton,30476,4,0.0131250820317627
90059,Los Angeles,38128,5,0.01311372219890894
93454,Santa Maria,30540,4,0.01309757694826457
90605,Whittier,38181,5,0.013095518713496243
95824,Sacramento,30580,4,0.013080444735120994
94114,San Francisco,30587,4,0.013077451204760192
95070,Saratoga,30589,4,0.013076596162019026
95678,Roseville,30614,4,0.013065917554060233
95358,Modesto,30668,4,0.013042911177774879
95825,Sacramento,30715,4,0.013022952954582452
90031,Los Angeles,38415,5,0.013015749056358194
90802,Long Beach,38427,5,0.013011684492674421
94621,Oakland,30751,4,0.013007707066436863
91104,Pasadena,38460,5,0.013000520020800833
95209,Stockton,30814,4,0.012981112481339652
95407,Santa Rosa,30876,4,0.012955045990413265
95482,Ukiah,30988,4,0.01290822253775655
90815,Long Beach,38902,5,0.012852809624183847
93703,Fresno,31180,4,0.01282873636946761
92373,Redlands,31230,4,0.012808197246237591
91701,Rancho Cucamonga,39064,5,0.012799508498873641
95472,Sebastopol,31266,4,0.012793449753726092
95842,Sacramento,31373,4,0.01274981672138463
94603,Oakland,31392,4,0.012742099898063202
95833,Sacramento,31422,4,0.012729934440837629
92841,Garden Grove,31428,4,0.012727504136438843
90045,Los Angeles,39334,5,0.012711648955102456
96001,Redding,31586,4,0.012663838409421896
93101,Santa Barbara,31727,4,0.012607558231159579
94404,San Mateo,31882,4,0.012546264349789851
95118,San Jose,31926,4,0.01252897325064211
