antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len
"frozenset({'電視節目_Yes', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.387458006718925,0.6052631578947368,0.301511758118701,0.778179190751445,1.2856873586328224,1.0,0.0669977014204043,1.7795302588719353,0.3627603251635068,0.4362089914945322,0.4380539499036607,0.638164525995519,2
"frozenset({'無限資料下載_Yes', '電影節目_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3353863381858902,0.7018477043673013,0.3026315789473684,0.9023372287145242,1.2856595855477784,1.0,0.0672414474154459,3.0528756424613066,0.3343132158669271,0.4119664634146341,0.6724399821298406,0.6667649446324915,2
"frozenset({'無紙化計費_Yes', '無限資料下載_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4661254199328107,0.7018477043673013,0.4204927211646136,0.902102102102102,1.285324574674395,1.0,0.0933436652375261,3.0455433879045595,0.415802527236888,0.5625468164794009,0.6716513696795385,0.750612279611083,2
"frozenset({'線上安全服務_No', '無紙化計費_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3729003359462486,0.7018477043673013,0.3362262038073908,0.9016516516516516,1.2846827681291182,1.0,0.0745069590657208,3.0315943342195006,0.3533692161294159,0.4552691432903715,0.6701405630983094,0.6903551437356782,2
"frozenset({'電視節目_Yes', '無限資料下載_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3348264277715566,0.7018477043673013,0.301511758118701,0.9005016722408026,1.2830442653546656,1.0,0.06651459842573,2.9965558451824146,0.3316482685099211,0.4101294744859102,0.6662835429522505,0.6650494001411432,2
"frozenset({'無紙化計費_Yes', '技術支援計劃_No'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3600223964165733,0.7018477043673013,0.3241881298992161,0.9004665629860031,1.2829942413187088,1.0,0.0715072374534296,2.995498845184771,0.3446578029214397,0.4394686907020873,0.6661657868413176,0.6811866121671141,2
"frozenset({'支付帳單方式_Bank Withdrawal', '技術支援計劃_No'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3468645016797312,0.7018477043673013,0.3115901455767077,0.8983050847457626,1.2799145443605362,1.0,0.0681440913462804,2.931830907054869,0.3348429829598296,0.4227117356627421,0.6589162091191213,0.6711310026840102,2
"frozenset({'無紙化計費_Yes', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.5431131019036954,0.6052631578947368,0.4204927211646136,0.7742268041237114,1.2791573285522189,1.0,0.0917663700123769,1.7483777937995677,0.4776572413252918,0.5776923076923076,0.4280412371134021,0.7344769543282756,2
"frozenset({'支付帳單方式_Bank Withdrawal', '無限資料下載_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4272116461366181,0.7018477043673013,0.383538633818589,0.8977719528178244,1.279154932375456,1.0,0.0837011206986277,2.916541045740374,0.3810026328745424,0.514457378895982,0.65712808963875,0.7221209185708588,2
frozenset({'電視節目_Yes'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.387458006718925,0.7018477043673013,0.3477043673012318,0.8973988439306357,1.2786233229039612,1.0,0.0757678547468239,2.905935050391934,0.3557451418511747,0.4688561721404302,0.655876685934489,0.6964058439836665,1
"frozenset({'線上安全服務_No', '技術支援計劃_No'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3798992161254199,0.7018477043673013,0.3407054871220604,0.896831245394252,1.277814602532217,1.0,0.0740740943934972,2.8899476083826565,0.3506105195212293,0.4597657725727238,0.6539729657730216,0.691136005624928,2
frozenset({'網路連線類型_Fiber Optic'}),frozenset({'支付帳單方式_Bank Withdrawal'}),0.4400895856662934,0.5615901455767077,0.3157894736842105,0.7175572519083969,1.2777240796693887,1.0,0.0686394992030837,1.5522078629581428,0.3882021276595743,0.4604081632653061,0.3557563881333294,0.639935156362972,1
frozenset({'電影節目_Yes'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3877379619260918,0.7018477043673013,0.3477043673012318,0.8967509025270757,1.2777001291690124,1.0,0.0755713688273481,2.8876988073516587,0.3549848430964113,0.4686792452830187,0.6537034965509054,0.6960818732818864,1
frozenset({'音樂節目_Yes'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3521836506159014,0.7018477043673013,0.3146696528555431,0.8934817170111288,1.2730421592196857,1.0,0.0674903661550769,2.7990715515368283,0.3310815798620188,0.4255963650132524,0.6427386790269971,0.6709131760165337,1
"frozenset({'線上安全服務_No', '無限資料下載_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4414893617021276,0.7018477043673013,0.3938969764837626,0.8922003804692454,1.271216497421677,1.0,0.0840386814705391,2.765801001251565,0.382001556841642,0.5255883451624953,0.6384410882968494,0.726714470250578,2
frozenset({'多線路服務_Yes'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4305711086226204,0.7018477043673013,0.3840985442329227,0.8920676202860858,1.2710273393146785,1.0,0.0819032000792526,2.762398980018617,0.374471448925124,0.5132809577254023,0.6379958118891064,0.7196676354322331,1
frozenset({'線上安全服務_No'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.5167973124300111,0.7018477043673013,0.4608062709966405,0.8916576381365114,1.2704431924306416,1.0,0.0980932636444462,2.751945688689811,0.4405462028105634,0.6080531954192833,0.6366207356090318,0.7741096327898352,1
"frozenset({'電影節目_Yes', '電話服務_Yes'})","frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.3477043673012318,0.6853303471444568,0.3026315789473684,0.8703703703703705,1.2700012103606877,1.0,0.0643392242011715,2.4274516077427637,0.3259245730983474,0.4143349942506708,0.5880453407143802,0.6559776688453159,2
"frozenset({'電影節目_Yes', '電話服務_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3477043673012318,0.6853303471444568,0.3026315789473684,0.8703703703703705,1.2700012103606877,1.0,0.0643392242011715,2.4274516077427637,0.3259245730983474,0.4143349942506708,0.5880453407143802,0.6559776688453159,3
"frozenset({'支付帳單方式_Bank Withdrawal', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.4997200447928331,0.6052631578947368,0.383538633818589,0.7675070028011205,1.2680550481061992,1.0,0.0810765014439794,1.6978440076093853,0.4225448188253362,0.5316259216142801,0.4110177404295053,0.7005897641202643,2
frozenset({'技術支援計劃_No'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.5120380739081747,0.7018477043673013,0.4552071668533035,0.8890103881902679,1.26667136283033,1.0,0.0958344201321965,2.6863081217350047,0.4314460442366903,0.6000000000000001,0.627741884146138,0.7687971765442763,1
"frozenset({'線上備份服務_No', '電話服務_Yes'})","frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.3919372900335946,0.6853303471444568,0.3401455767077267,0.8678571428571429,1.2663340336134454,1.0,0.0715390576701456,2.381283859447354,0.3458836368596958,0.4614508165590582,0.5800584646670057,0.6820903361344538,2
"frozenset({'線上備份服務_No', '電話服務_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3919372900335946,0.6853303471444568,0.3401455767077267,0.8678571428571429,1.2663340336134454,1.0,0.0715390576701456,2.381283859447354,0.3458836368596958,0.4614508165590582,0.5800584646670057,0.6820903361344538,3
"frozenset({'婚姻_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3871780515117581,0.6853303471444568,0.335946248600224,0.8676789587852496,1.2660740362667122,1.0,0.0706013801509564,2.3780772125640253,0.3429328460484241,0.4561003420752567,0.5794922071004551,0.6789375186083111,2
"frozenset({'合約類型_Month-to-Month', '無限資料下載_Yes'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3868980963045912,0.7018477043673013,0.3437849944008959,0.8885672937771346,1.266040037244485,1.0,0.0722414536854394,2.67562644522331,0.3427416596016836,0.4614806463735438,0.6262557496449999,0.6891978870162099,2
"frozenset({'性別_Male', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.3936170212765957,0.6052631578947368,0.301511758118701,0.7660028449502133,1.2655699177438309,1.0,0.0632698768197088,1.68693009118541,0.3460554822525208,0.4323564833400241,0.407207207207207,0.6320763530949032,2
"frozenset({'電視節目_Yes', '電話服務_Yes'})","frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.3477043673012318,0.6853303471444568,0.301511758118701,0.8671497584541064,1.265301853430583,1.0,0.0632194033725041,2.368604296039908,0.3214412949657491,0.4121699196326062,0.5778104423470356,0.6535503694231316,2
"frozenset({'電視節目_Yes', '電話服務_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3477043673012318,0.6853303471444568,0.301511758118701,0.8671497584541064,1.265301853430583,1.0,0.0632194033725041,2.368604296039908,0.3214412949657491,0.4121699196326062,0.5778104423470356,0.6535503694231316,3
frozenset({'技術支援計劃_No'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.5120380739081747,0.6052631578947368,0.3919372900335946,0.7654455986878076,1.264649250005943,1.0,0.0820195084575941,1.682922340817078,0.4288591099090238,0.5403319181783096,0.4057955166757792,0.7064970824151342,1
"frozenset({'技術支援計劃_No', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.5120380739081747,0.6052631578947368,0.3919372900335946,0.7654455986878076,1.264649250005943,1.0,0.0820195084575941,1.682922340817078,0.4288591099090238,0.5403319181783096,0.4057955166757792,0.7064970824151342,2
"frozenset({'優惠方式_無優惠', '電話服務_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3787793952967525,0.6853303471444568,0.3281075027995521,0.8662232076866223,1.263949876575415,1.0,0.0685184883296612,2.3521991177544197,0.3361597866394327,0.4457968809433245,0.5748659233599778,0.6724906888106315,3
"frozenset({'性別_Male', '電話服務_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3482642777155655,0.6853303471444568,0.301511758118701,0.8657556270096464,1.263267606077801,1.0,0.0628356797738789,2.344006276361053,0.319764714891499,0.4118546845124283,0.5733799819203353,0.6528533037009017,3
frozenset({'線上備份服務_No'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.4454087346024636,0.6853303471444568,0.385498320268757,0.8654934003771213,1.2628849780012572,1.0,0.0802461975624774,2.3394365312764918,0.3753435414212802,0.5172802404207363,0.5725466424796062,0.7139967001885608,1
"frozenset({'線上備份服務_No', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.4454087346024636,0.6853303471444568,0.385498320268757,0.8654934003771213,1.2628849780012572,1.0,0.0802461975624774,2.3394365312764918,0.3753435414212802,0.5172802404207363,0.5725466424796062,0.7139967001885608,2
frozenset({'電影節目_Yes'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.3877379619260918,0.6853303471444568,0.3353863381858902,0.8649819494584837,1.2621386942261863,1.0,0.0696577461379975,2.3305747016306264,0.3392241145698554,0.4546489563567363,0.5709212842221565,0.677180517212902,1
"frozenset({'電影節目_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3877379619260918,0.6853303471444568,0.3353863381858902,0.8649819494584837,1.2621386942261863,1.0,0.0696577461379975,2.3305747016306264,0.3392241145698554,0.4546489563567363,0.5709212842221565,0.677180517212902,2
frozenset({'音樂節目_Yes'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.3521836506159014,0.6853303471444568,0.3045912653975364,0.8648648648648649,1.2619678502031444,1.0,0.0632291218623385,2.3285554311310204,0.3204407951598963,0.4155844155844156,0.5705491968837166,0.6546546546546547,1
"frozenset({'音樂節目_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3521836506159014,0.6853303471444568,0.3045912653975364,0.8648648648648649,1.2619678502031444,1.0,0.0632291218623385,2.3285554311310204,0.3204407951598963,0.4155844155844156,0.5705491968837166,0.6546546546546547,2
"frozenset({'性別_Male', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.3936170212765957,0.6853303471444568,0.3404255319148936,0.8648648648648648,1.2619678502031444,1.0,0.0706678420814371,2.328555431131018,0.3423361034164357,0.4609552691432904,0.5705491968837163,0.6807984455043279,2
"frozenset({'無限資料下載_Yes', '性別_Male'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3404255319148936,0.7018477043673013,0.301511758118701,0.8856907894736843,1.261941563621859,1.0,0.0625848800362154,2.6082963416500857,0.3147033276424956,0.4070294784580499,0.6166079812206575,0.6576439587575841,2
frozenset({'線上備份服務_No'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.4454087346024636,0.6052631578947368,0.3401455767077267,0.7636706473915776,1.2617167217773892,1.0,0.0705560794483409,1.6702827547592387,0.3740215171703197,0.4787234042553192,0.4012989733919967,0.6628251479326066,1
"frozenset({'線上備份服務_No', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.4454087346024636,0.6052631578947368,0.3401455767077267,0.7636706473915776,1.2617167217773892,1.0,0.0705560794483409,1.6702827547592387,0.3740215171703197,0.4787234042553192,0.4012989733919967,0.6628251479326066,2
"frozenset({'客戶狀態_Stayed', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.4935610302351624,0.6853303471444568,0.4266517357222844,0.864435621100397,1.2613415190239454,1.0,0.0883993835342448,2.3211824183444443,0.409118014477046,0.5671752884257536,0.5691850876962794,0.74349232035412,2
frozenset({'多線路服務_Yes'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.4305711086226204,0.6052631578947368,0.3286674132138857,0.7633289986996098,1.2611522587210944,1.0,0.0680585843107208,1.6678716020821278,0.3636526577986831,0.4647664291369754,0.4004334633723448,0.6531723624395367,1
frozenset({'電視節目_Yes'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.387458006718925,0.6853303471444568,0.3348264277715566,0.8641618497109826,1.2609420454116136,1.0,0.0692896975229764,2.316504252936552,0.3378415559482249,0.4537177541729895,0.568315059757678,0.6763619706071253,1
"frozenset({'電視節目_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.387458006718925,0.6853303471444568,0.3348264277715566,0.8641618497109826,1.2609420454116136,1.0,0.0692896975229764,2.316504252936552,0.3378415559482249,0.4537177541729895,0.568315059757678,0.6763619706071253,2
frozenset({'線上備份服務_Yes'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3505039193729003,0.7018477043673013,0.3099104143337066,0.884185303514377,1.259796531373496,1.0,0.0639100431500948,2.574390856083715,0.3175092670466934,0.4174208144796379,0.6115585954491591,0.6628744626865861,1
frozenset({'線上安全服務_No'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.5167973124300111,0.6052631578947368,0.3938969764837626,0.7621885157096425,1.2592679824768007,1.0,0.0810986031708611,1.6598729169164372,0.4260900430804099,0.5409457900807383,0.397544239797761,0.7064874123414078,1
"frozenset({'線上安全服務_No', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.5167973124300111,0.6052631578947368,0.3938969764837626,0.7621885157096425,1.2592679824768007,1.0,0.0810986031708611,1.6598729169164372,0.4260900430804099,0.5409457900807383,0.397544239797761,0.7064874123414078,2
"frozenset({'無限資料下載_Yes', '設備保護計劃_No'})","frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3877379619260918,0.7018477043673013,0.3426651735722284,0.883754512635379,1.25918273599265,1.0,0.0705321750983448,2.564850493486257,0.3361862730155313,0.4587706146926535,0.6101137268859846,0.6859937301908446,2
frozenset({'無限資料下載_Yes'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.6853303471444568,0.7018477043673013,0.6052631578947368,0.883169934640523,1.258349823109672,1.0,0.1242656270181541,2.552016852128836,0.6524570303626863,0.7740780522735411,0.6081530577802329,0.8727776278707202,1
"frozenset({'電話服務_Yes', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.7018477043673013,0.6853303471444568,0.6052631578947368,0.8623853211009174,1.258349823109672,1.0,0.1242656270181541,2.286599477416946,0.68860253720907,0.7740780522735411,0.5626693656338763,0.8727776278707202,2
"frozenset({'優惠方式_無優惠', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.4311310190369541,0.6853303471444568,0.3717805151175812,0.8623376623376623,1.2582802818096936,1.0,0.076313344176242,2.285807855648756,0.3608291433450339,0.499248120300752,0.5625179091371262,0.7024106612341907,2
frozenset({'設備保護計劃_No'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4510078387458007,0.7018477043673013,0.3980963045912654,0.88268156424581,1.2576539878284936,1.0,0.0815574883158671,2.541393377059669,0.3731724320451331,0.5274480712166171,0.6065150680620032,0.7249466855931882,1
"frozenset({'優惠方式_無優惠', '網路服務_Yes'})","frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.4311310190369541,0.6052631578947368,0.3281075027995521,0.7610389610389611,1.2573687182382836,1.0,0.0671597807508693,1.6518878718535472,0.3598163177555023,0.4632411067193677,0.3946320346320347,0.6515648089191105,2
frozenset({'技術支援計劃_No'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.5120380739081747,0.6853303471444568,0.4409294512877939,0.8611262985237834,1.2565127199048016,1.0,0.0900142203451255,2.265869271940111,0.4183657077288746,0.5829015544041452,0.5586682725328777,0.75225432573248,1
"frozenset({'技術支援計劃_No', '網路服務_Yes'})",frozenset({'無限資料下載_Yes'}),0.5120380739081747,0.6853303471444568,0.4409294512877939,0.8611262985237834,1.2565127199048016,1.0,0.0900142203451255,2.265869271940111,0.4183657077288746,0.5829015544041452,0.5586682725328777,0.75225432573248,2
frozenset({'設備保護計劃_Yes'}),frozenset({'網路服務_Yes'}),0.3449048152295633,0.7959126539753639,0.3449048152295633,1.0,1.256419275413296,1.0,0.070390708371319,inf,0.3115384615384616,0.4333450580372846,1.0,0.7166725290186423,1
frozenset({'無限資料下載_Yes'}),frozenset({'網路服務_Yes'}),0.6853303471444568,0.7959126539753639,0.6853303471444568,1.0,1.256419275413296,1.0,0.1398672516988547,inf,0.648576512455516,0.861062258177981,1.0,0.9305311290889904,1
frozenset({'線上安全服務_No'}),frozenset({'網路服務_Yes'}),0.5167973124300111,0.7959126539753639,0.5167973124300111,1.0,1.256419275413296,1.0,0.1054717919265056,inf,0.4223638470451911,0.6493141048188532,1.0,0.8246570524094267,1
frozenset({'技術支援計劃_No'}),frozenset({'網路服務_Yes'}),0.5120380739081747,0.7959126539753639,0.5120380739081747,1.0,1.256419275413296,1.0,0.1045004915674858,inf,0.4182444061962134,0.6433345058037284,1.0,0.8216672529018643,1
frozenset({'設備保護計劃_No'}),frozenset({'網路服務_Yes'}),0.4510078387458007,0.7959126539753639,0.4510078387458007,1.0,1.256419275413296,1.0,0.0920449928459374,inf,0.3717491075981642,0.5666549419627156,1.0,0.7833274709813578,1
frozenset({'音樂節目_Yes'}),frozenset({'網路服務_Yes'}),0.3521836506159014,0.7959126539753639,0.3521836506159014,1.0,1.256419275413296,1.0,0.071876226567467,inf,0.3150388936905791,0.4424903271192403,1.0,0.7212451635596201,1
frozenset({'線上備份服務_Yes'}),frozenset({'網路服務_Yes'}),0.3505039193729003,0.7959126539753639,0.3505039193729003,1.0,1.256419275413296,1.0,0.0715334146760482,inf,0.3142241379310344,0.4403798804080196,1.0,0.7201899402040098,1
frozenset({'線上備份服務_No'}),frozenset({'網路服務_Yes'}),0.4454087346024636,0.7959126539753639,0.4454087346024636,1.0,1.256419275413296,1.0,0.0909022865412083,inf,0.3679959616355376,0.5596201195919802,1.0,0.7798100597959902,1
frozenset({'音樂節目_No'}),frozenset({'網路服務_Yes'}),0.4437290033594624,0.7959126539753639,0.4437290033594624,1.0,1.256419275413296,1.0,0.0905594746497895,inf,0.3668847508807248,0.5575096728807598,1.0,0.7787548364403798,1
frozenset({'網路連線類型_Fiber Optic'}),frozenset({'網路服務_Yes'}),0.4400895856662934,0.7959126539753639,0.4400895856662934,1.0,1.256419275413296,1.0,0.0898167155517155,inf,0.3645000000000001,0.552937038339782,1.0,0.776468519169891,1
frozenset({'電視節目_No'}),frozenset({'網路服務_Yes'}),0.408454647256439,0.7959126539753639,0.408454647256439,1.0,1.256419275413296,1.0,0.0833604249299955,inf,0.3450070989115002,0.5131902919451283,1.0,0.7565951459725642,1
frozenset({'電影節目_No'}),frozenset({'網路服務_Yes'}),0.4081746920492721,0.7959126539753639,0.4081746920492721,1.0,1.256419275413296,1.0,0.083303289614759,inf,0.3448438978240304,0.5128385508265917,1.0,0.7564192754132958,1
frozenset({'電影節目_Yes'}),frozenset({'網路服務_Yes'}),0.3877379619260918,0.7959126539753639,0.3877379619260918,1.0,1.256419275413296,1.0,0.0791324116024974,inf,0.3333333333333333,0.4871614491734085,1.0,0.7435807245867042,1
frozenset({'電視節目_Yes'}),frozenset({'網路服務_Yes'}),0.387458006718925,0.7959126539753639,0.387458006718925,1.0,1.256419275413296,1.0,0.079075276287261,inf,0.3331809872029251,0.4868097080548717,1.0,0.7434048540274358,1
frozenset({'網路服務_Yes'}),frozenset({'無限資料下載_Yes'}),0.7959126539753639,0.6853303471444568,0.6853303471444568,0.861062258177981,1.256419275413296,1.0,0.1398672516988547,2.2648248685273646,1.0,0.861062258177981,0.558464756416146,0.9305311290889904,1
frozenset({'網路服務_Yes'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes'})",0.7959126539753639,0.6052631578947368,0.6052631578947368,0.7604642982764686,1.256419275413296,1.0,0.1235265515412271,1.647924878274983,1.0000000000000002,0.7604642982764686,0.393176222300387,0.8802321491382343,1
"frozenset({'設備保護計劃_No', '電話服務_Yes'})","frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.3980963045912654,0.6853303471444568,0.3426651735722284,0.860759493670886,1.2559774964838255,1.0,0.0698376949497711,2.259900234144354,0.3386046511627908,0.4625850340136053,0.5575025902067658,0.680379746835443,2
frozenset({'設備保護計劃_No'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.4510078387458007,0.6052631578947368,0.3426651735722284,0.759776536312849,1.25528297303862,1.0,0.0696867448576648,1.6432068543451643,0.3704367519572846,0.4801883091408395,0.3914338919925508,0.6629594984987002,1
frozenset({'設備保護計劃_Yes'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.3449048152295633,0.7018477043673013,0.3037513997760358,0.8806818181818181,1.2548047285781627,1.0,0.0616807469819386,2.4988001919692837,0.3099751861042182,0.408816880180859,0.5998079385403327,0.6567350056206258,1
frozenset({'設備保護計劃_No'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.4510078387458007,0.6853303471444568,0.3877379619260918,0.8597144630664183,1.2544526397358031,1.0,0.078648603233561,2.2430655342932733,0.3694762673578832,0.517950635751683,0.5541815498872298,0.7127412184613138,1
frozenset({'線上備份服務_No'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4454087346024636,0.7018477043673013,0.3919372900335946,0.8799497171590195,1.2537616233314788,1.0,0.0793281921477109,2.483561792416878,0.3649538472632867,0.5189028910303929,0.597352478584054,0.719193047650112,1
frozenset({'網路連線類型_Fiber Optic'}),frozenset({'無限資料下載_Yes'}),0.4400895856662934,0.6853303471444568,0.3779395296752519,0.8587786259541984,1.2530871127076784,1.0,0.0763327811559109,2.228201325625737,0.36072,0.5056179775280898,0.5512075194914562,0.7051246070947463,1
frozenset({'網路連線類型_Fiber Optic'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.4400895856662934,0.6853303471444568,0.3779395296752519,0.8587786259541984,1.2530871127076784,1.0,0.0763327811559109,2.228201325625737,0.36072,0.5056179775280898,0.5512075194914562,0.7051246070947463,1
frozenset({'電視節目_No'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.408454647256439,0.6853303471444568,0.3505039193729003,0.8581220013708019,1.2521289987322322,1.0,0.0705775541758783,2.2178890024939,0.3403969644782261,0.4715630885122411,0.5491208086267831,0.684779954933767,1
frozenset({'音樂節目_No'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.4437290033594624,0.6853303471444568,0.3807390817469205,0.858044164037855,1.2520154223624258,1.0,0.0766381298365162,2.2166728878934947,0.3618520382486162,0.5087916199027311,0.5488734465686994,0.7067998597967053,1
frozenset({'電影節目_No'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.4081746920492721,0.6853303471444568,0.3499440089585666,0.8573388203017833,1.2509862198194324,1.0,0.0702095055608572,2.2057132397277988,0.3390032166508991,0.470632530120482,0.5466319093576246,0.6839798676672315,1
"frozenset({'合約類型_Month-to-Month', '技術支援計劃_No'})",frozenset({'無限資料下載_Yes'}),0.3656215005599104,0.6853303471444568,0.3132698768197088,0.8568147013782542,1.250221451520884,1.0,0.0626983669175082,2.1976393937397827,0.3154925711473255,0.4246679316888045,0.5449662929921033,0.6569612722577546,2
"frozenset({'線上安全服務_No', '電話服務_Yes'})","frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.4608062709966405,0.6853303471444568,0.3938969764837626,0.8547995139732686,1.2472809901603414,1.0,0.0780924548152923,2.16713911548211,0.3676898108478526,0.5236323036844065,0.5385621565057966,0.7147772079670265,2
frozenset({'線上安全服務_No'}),"frozenset({'無限資料下載_Yes', '網路服務_Yes'})",0.5167973124300111,0.6853303471444568,0.4414893617021276,0.8542795232936079,1.2465222455901828,1.0,0.0873124801711457,2.1594058705254016,0.4092858596672475,0.5804195804195805,0.5369096594348465,0.7492394348494184,1
"frozenset({'支付帳單方式_Bank Withdrawal', '線上安全服務_No'})",frozenset({'無限資料下載_Yes'}),0.3524636058230683,0.6853303471444568,0.3006718924972004,0.8530579825258142,1.2447398339796605,1.0,0.05911788716269,2.141454556460157,0.3036420330075093,0.4078997341435625,0.5330276811229613,0.6458917363609463,2
frozenset({'音樂節目_No'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4437290033594624,0.7018477043673013,0.3871780515117581,0.8725552050473186,1.2432258446067102,1.0,0.0757478691427288,2.339462319692216,0.3517007330002208,0.5105204872646733,0.5725513543934481,0.71210528501269,1
"frozenset({'合約類型_Month-to-Month', '線上安全服務_No'})",frozenset({'無限資料下載_Yes'}),0.3608622620380739,0.6853303471444568,0.3071108622620381,0.8510473235065943,1.2418059802146877,1.0,0.0598010029481509,2.112547825681225,0.30466237910025,0.4155303030303031,0.5266379355565435,0.649584119269637,2
frozenset({'電影節目_No'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.4081746920492721,0.7018477043673013,0.3541433370660694,0.8676268861454047,1.236203923937529,1.0,0.0676668664704576,2.2523629379920984,0.3228519824546314,0.4685185185185184,0.5560218190717237,0.6861070210543537,1
frozenset({'電視節目_No'}),"frozenset({'電話服務_Yes', '網路服務_Yes'})",0.408454647256439,0.7018477043673013,0.3541433370660694,0.8670322138450993,1.2353566285818487,1.0,0.0674703805509819,2.242289687258285,0.3220668588392203,0.4683450573861532,0.5540272937602767,0.685809684904201,1
frozenset({'音樂節目_No'}),"frozenset({'無限資料下載_Yes', '電話服務_Yes', '網路服務_Yes'})",0.4437290033594624,0.6052631578947368,0.3311870100783874,0.7463722397476341,1.2331367439308738,1.0,0.0626141922555549,1.5563629222309507,0.3398701874951344,0.4613884555382216,0.3574763406940064,0.6467753890690067,1
